date,ticker,market,mktcap_6,me_12,bps,pbr,bm,ret_m,adj_flag,is_delisted,is_holdco_dual,breakpoint_flag,used_fund_date,walked,size2,bm3,size5,bm5,port_2x3,port_5x5,weight_vw,sort_date
2010-07-31,001880,KOSPI,34272000000,54000000000.0,11225.0,0.33,3.0303030303030303,-0.05672268907563027,none,False,False,kospi_only,20091230,1,S,H,1,5,S/H,S1B5,34272000000,20100630
2010-07-31,001940,KOSPI,166287420000,288970583200.0,180780.0,0.43,2.3255813953488373,0.11111111111111116,none,False,True,kospi_only,20091230,1,B,H,4,4,B/H,S4B4,166287420000,20100630
2010-07-31,002000,KOSPI,257031330000,217216673000.0,47918.0,0.45,2.2222222222222223,0.027450980392156765,none,False,False,kospi_only,20091230,1,B,H,4,4,B/H,S4B4,257031330000,20100630
2010-07-31,002020,KOSPI,200981016000,998865533000.0,33328.0,1.29,0.7751937984496123,0.9563611172111897,share_change_capex,False,False,kospi_only,20091230,1,B,L,4,2,B/L,S4B2,200981016000,20100630
2010-07-31,002030,KOSPI,219175466250,262536666600.0,173861.0,0.32,3.125,-0.035675675675675644,none,False,False,kospi_only,20091230,1,B,H,4,5,B/H,S4B5,219175466250,20100630
2010-07-31,002070,KOSPI,68130014400,49174486200.0,84557.0,0.42,2.380952380952381,-0.11794354838709675,none,False,False,kospi_only,20091230,1,S,H,2,5,S/H,S2B5,68130014400,20100630
2010-07-31,002100,KOSPI,83296320000,92840690000.0,8365.0,0.51,1.9607843137254901,0.01822916666666674,none,False,False,kospi_only,20091230,1,S,H,3,4,S/H,S3B4,83296320000,20100630
2010-07-31,002140,KOSPI,17208203250,15237988675.0,5704.0,0.54,1.8518518518518516,0.005797101449275255,none,False,False,kospi_only,20091230,1,S,M,1,4,S/M,S1B4,17208203250,20100630
2010-07-31,002170,KOSPI,75600000000,76500000000.0,62365.0,0.41,2.4390243902439024,-0.09325396825396826,none,False,False,kospi_only,20091230,1,S,H,3,5,S/H,S3B5,75600000000,20100630
2010-07-31,002200,KOSPI,52000000000,50000000000.0,29070.0,0.43,2.3255813953488373,-0.05769230769230771,none,False,False,kospi_only,20091230,1,S,H,2,4,S/H,S2B4,52000000000,20100630
2010-07-31,002210,KOSPI,25248157175,30530198425.0,3911.0,0.37,2.7027027027027026,0.7740585774058577,none,False,False,kospi_only,20091230,1,S,H,1,5,S/H,S1B5,25248157175,20100630
2010-07-31,002220,KOSPI,29274000000,25398000000.0,86050.0,0.14,7.142857142857142,0.10801393728222997,none,False,False,kospi_only,20091230,1,S,H,1,5,S/H,S1B5,29274000000,20100630
2010-07-31,002230,KOSDAQ,54320000000,67760000000.0,3764.0,1.29,0.7751937984496123,0.17654639175257736,none,False,False,kospi_only,20091230,1,S,L,2,2,S/L,S2B2,54320000000,20100630
2010-07-31,002240,KOSPI,469950000000,508300000000.0,74121.0,0.53,1.8867924528301885,0.029045643153526868,none,False,False,kospi_only,20091230,1,B,M,4,4,B/M,S4B4,469950000000,20100630
2010-07-31,002250,KOSPI,38630893350,40097889300.0,22018.0,0.56,1.7857142857142856,0.021097046413502074,none,False,False,kospi_only,20091230,1,S,M,1,4,S/M,S1B4,38630893350,20100630
2010-07-31,002270,KOSPI,363921227000,312292264000.0,249254.0,0.99,1.0101010101010102,-0.05017301038062283,none,False,False,kospi_only,20091230,1,B,M,4,2,B/M,S4B2,363921227000,20100630
2010-07-31,002290,KOSDAQ,17236000000,16120000000.0,29714.0,0.44,2.272727272727273,0.1007194244604317,none,False,False,kospi_only,20091230,1,S,H,1,4,S/H,S1B4,17236000000,20100630
2010-07-31,002300,KOSPI,169667771100,185183113000.0,64588.0,0.57,1.7543859649122808,-0.05162241887905605,none,False,False,kospi_only,20091230,1,B,M,4,4,B/M,S4B4,169667771100,20100630
2010-07-31,002310,KOSPI,75520750000,61624932000.0,24239.0,0.42,2.380952380952381,-0.11599999999999999,none,False,False,kospi_only,20091230,1,S,H,3,5,S/H,S3B5,75520750000,20100630
2010-07-31,002320,KOSPI,480183705600,477788774400.0,55661.0,0.72,1.3888888888888888,-0.06982543640897754,none,False,False,kospi_only,20091230,1,B,M,4,3,B/M,S4B3,480183705600,20100630
2010-07-31,002350,KOSPI,715698760400,641660957600.0,2922.0,2.31,0.4329004329004329,-0.053050397877984046,none,False,False,kospi_only,20091230,1,B,L,5,1,B/L,S5B1,715698760400,20100630
2010-07-31,002360,KOSPI,46676166600,57233870950.0,606.0,0.85,1.1764705882352942,-0.023809523809523836,none,False,False,kospi_only,20091230,1,S,M,2,3,S/M,S2B3,46676166600,20100630
2010-07-31,002380,KOSPI,3119180000000,3908180000000.0,349818.0,1.06,0.9433962264150942,0.030354131534569895,none,False,False,kospi_only,20091230,1,B,M,5,2,B/M,S5B2,3119180000000,20100630
2010-07-31,002390,KOSPI,165880000000,150800000000.0,16464.0,0.79,1.2658227848101264,0.013986013986013957,none,False,False,kospi_only,20091230,1,B,M,4,3,B/M,S4B3,165880000000,20100630
2010-07-31,002410,KOSPI,59809879500,66645294300.0,17273.0,0.34,2.941176470588235,-0.06952380952380954,none,False,False,kospi_only,20091230,1,S,H,2,5,S/H,S2B5,59809879500,20100630
2010-07-31,002420,KOSPI,14143442400,10189800000.0,38747.0,0.65,1.5384615384615383,-0.03458213256484155,none,False,False,kospi_only,20091230,1,S,M,1,3,S/M,S1B3,14143442400,20100630
2010-07-31,002450,KOSPI,71588880755,62419861545.0,2028.0,0.44,2.272727272727273,0.034482758620689724,none,False,False,kospi_only,20091230,1,S,H,2,4,S/H,S2B4,71588880755,20100630
2010-07-31,002460,KOSPI,66611780000,64370636000.0,33545.0,0.15,6.666666666666667,-0.1065420560747663,none,False,False,kospi_only,20091230,1,S,H,2,5,S/H,S2B5,66611780000,20100630
2010-07-31,002530,KOSPI,38102457600,73737849600.0,13190.0,0.2,5.0,0.02877697841726623,none,False,False,kospi_only,20091230,1,S,H,1,5,S/H,S1B5,38102457600,20100630
2010-07-31,002600,KOSPI,30840000000,22500000000.0,104639.0,0.36,2.7777777777777777,0.0778210116731517,none,False,False,kospi_only,20091230,1,S,H,1,5,S/H,S1B5,30840000000,20100630
2010-07-31,002620,KOSPI,167805000000,141669000000.0,12116.0,0.79,1.2658227848101264,0.08849557522123885,none,False,True,kospi_only,20091230,1,B,M,4,3,B/M,S4B3,167805000000,20100630
2010-07-31,002630,KOSPI,71428824590,97474694330.0,695.0,1.78,0.5617977528089888,0.022099447513812098,none,False,False,kospi_only,20091230,1,S,L,2,1,S/L,S2B1,71428824590,20100630
2010-07-31,002670,KOSDAQ,27591769440,62081481240.0,785.0,0.52,1.923076923076923,0.0,none,False,False,kospi_only,20091230,1,S,H,1,4,S/H,S1B4,27591769440,20100630
2010-07-31,002680,KOSDAQ,29016000000,31720000000.0,1981.0,0.77,1.2987012987012987,0.04659498207885315,none,False,False,kospi_only,20091230,1,S,M,1,3,S/M,S1B3,29016000000,20100630
2010-07-31,002700,KOSPI,16402360125,18657824625.0,270.0,1.83,0.5464480874316939,-0.011494252873563204,none,False,False,kospi_only,20091230,1,S,L,1,1,S/L,S1B1,16402360125,20100630
2010-07-31,002710,KOSPI,65925000000,71122500000.0,11786.0,0.42,2.380952380952381,0.058020477815699634,none,False,False,kospi_only,20091230,1,S,H,2,5,S/H,S2B5,65925000000,20100630
2010-07-31,002720,KOSPI,47698108000,38427356040.0,5723.0,0.49,2.0408163265306123,-0.09036144578313254,none,False,False,kospi_only,20091230,1,S,H,2,4,S/H,S2B4,47698108000,20100630
2010-07-31,002760,KOSPI,29470800000,46722000000.0,2036.0,1.92,0.5208333333333334,0.11585365853658547,none,False,False,kospi_only,20091230,1,S,L,1,1,S/L,S1B1,29470800000,20100630
2010-07-31,002780,KOSPI,148508885720,261318520065.0,1375.0,0.67,1.4925373134328357,-0.04807692307692313,none,False,False,kospi_only,20091230,1,B,M,3,3,B/M,S3B3,148508885720,20100630
2010-07-31,002790,KOSPI,1252718386000,1260697484000.0,176421.0,0.9,1.1111111111111112,-0.04140127388535031,none,False,True,kospi_only,20091230,1,B,M,5,3,B/M,S5B3,1252718386000,20100630
2010-07-31,002810,KOSPI,76800000000,75216658130.0,8873.0,0.55,1.8181818181818181,-0.012499999999999956,none,False,False,kospi_only,20091230,1,S,M,3,4,S/M,S3B4,76800000000,20100630
2010-07-31,002820,KOSPI,65000000000,70000000000.0,99478.0,0.35,2.857142857142857,-0.06615384615384612,none,False,False,kospi_only,20091230,1,S,H,2,5,S/H,S2B5,65000000000,20100630
2010-07-31,002840,KOSPI,123760000000,107900000000.0,43642.0,1.9,0.5263157894736842,-0.044117647058823484,none,False,False,kospi_only,20091230,1,B,L,3,1,B/L,S3B1,123760000000,20100630
2010-07-31,002870,KOSPI,34644071700,42125233500.0,13290.0,0.91,1.0989010989010988,0.08980827447023199,none,False,False,kospi_only,20091230,1,S,M,1,3,S/M,S1B3,34644071700,20100630
2010-07-31,002880,KOSPI,41627119480,31094956720.0,1066.0,0.58,1.7241379310344829,0.2349397590361446,none,False,False,kospi_only,20091230,1,S,M,2,4,S/M,S2B4,41627119480,20100630
2010-07-31,002900,KOSPI,47472341400,45772230000.0,19485.0,0.36,2.7777777777777777,-0.026170798898071612,none,False,False,kospi_only,20091230,1,S,H,2,5,S/H,S2B5,47472341400,20100630
2010-07-31,002920,KOSPI,66295862500,60228908200.0,6106.0,0.39,2.564102564102564,-0.02935420743639927,none,False,False,kospi_only,20091230,1,S,H,2,5,S/H,S2B5,66295862500,20100630
2010-07-31,002960,KOSPI,232700000000,156650000000.0,37852.0,3.18,0.31446540880503143,-0.019553072625698276,none,False,False,kospi_only,20091230,1,B,L,4,1,B/L,S4B1,232700000000,20100630
2010-07-31,002990,KOSPI,1624215126360,405026599530.0,20145.0,0.41,2.4390243902439024,0.0,none,False,False,kospi_only,20091230,1,B,H,5,5,B/H,S5B5,1624215126360,20100630
2010-07-31,003000,KOSPI,379985411250,407030636250.0,7166.0,2.1,0.47619047619047616,-0.07117437722419928,none,False,False,kospi_only,20091230,1,B,L,4,1,B/L,S4B1,379985411250,20100630
